protein_cluster	tg
pvp2941	terminase11
pvp2942	terminase11
pvp2943	terminase11
pvp2944	terminase11
pvp2945	terminase11
pvp2946	terminase11
pvp2947	terminase11
pvp2948	terminase11
pvp2949	terminase11
pvp2950	terminase11
pvp2951	terminase11
pvp2952	terminase11
pvp2953	terminase11
pvp2954	terminase11
pvp2955	terminase2
pvp2956	terminase2
pvp2957	terminase2
pvp2958	terminase2
pvp2959	terminase2
pvp2960	terminase2
pvp2961	terminase2
pvp2962	terminase1
pvp2963	terminase1
pvp2964	terminase3
pvp2965	terminase3
pvp2965	terminase8
pvp2966	terminase3
pvp2967	terminase3
pvp2968	terminase15
pvp2969	terminase15
pvp2970	terminase15
pvp2971	terminase15
pvp2972	terminase15
pvp2973	terminase15
pvp2974	terminase15
pvp2975	terminase14
pvp2975	terminase15
pvp2976	terminase15
pvp2977	terminase15
pvp2978	terminase15
pvp2979	terminase15
pvp2980	terminase15
pvp2981	terminase15
pvp2982	terminase15
pvp2983	terminase15
pvp2984	terminase22
pvp2984	terminase24
pvp2985	terminase3
pvp2985	terminase7
pvp2986	terminase3
pvp2986	terminase8
pvp2987	terminase28
pvp2988	terminase28
pvp2989	terminase28
pvp2990	terminase28
pvp2991	terminase28
pvp2992	terminase28
pvp2993	terminase28
pvp2994	terminase28
pvp2995	terminase28
pvp2996	terminase28
pvp2997	terminase28
pvp2998	terminase28
pvp2999	terminase28
pvp3000	terminase28
pvp3001	terminase28
pvp3002	terminase28
pvp3003	terminase28
pvp3004	terminase28
pvp3005	terminase28
pvp3006	terminase28
pvp3007	terminase28
pvp3008	terminase28
pvp3009	terminase28
pvp3010	terminase28
pvp3011	terminase28
pvp3012	terminase28
pvp3013	terminase28
pvp3014	terminase28
pvp3015	terminase28
pvp3016	terminase28
pvp3017	terminase28
pvp3018	terminase28
pvp3019	terminase28
pvp3020	terminase28
pvp3021	terminase28
pvp3022	terminase28
pvp3023	terminase28
pvp3024	terminase28
pvp3025	terminase28
pvp3026	terminase28
pvp3027	terminase28
pvp3028	terminase28
pvp3029	terminase9
pvp3030	terminase44
pvp3031	terminase1
pvp3031	terminase14
pvp3032	terminase1
pvp3033	terminase16
pvp3034	terminase1
pvp3035	terminase1
pvp3036	terminase1
pvp3036	terminase44
pvp3037	terminase1
pvp3037	terminase8
pvp3038	terminase1
pvp3039	terminase5
pvp3039	terminase8
pvp3040	terminase5
pvp3040	terminase8
pvp3041	terminase5
pvp3041	terminase8
pvp3042	terminase5
pvp3042	terminase8
pvp3043	terminase5
pvp3043	terminase8
pvp3044	terminase5
pvp3044	terminase8
pvp3045	terminase5
pvp3045	terminase8
pvp3046	terminase5
pvp3046	terminase8
pvp3047	terminase5
pvp3047	terminase8
pvp3048	terminase5
pvp3048	terminase8
pvp3049	terminase5
pvp3049	terminase8
pvp3050	terminase5
pvp3050	terminase8
pvp3051	terminase5
pvp3051	terminase8
pvp3052	terminase5
pvp3052	terminase8
pvp3053	terminase5
pvp3053	terminase8
pvp3054	terminase5
pvp3054	terminase8
pvp3055	terminase5
pvp3055	terminase8
pvp3056	terminase5
pvp3056	terminase8
pvp3057	terminase5
pvp3057	terminase8
pvp3058	terminase5
pvp3058	terminase8
pvp3059	terminase5
pvp3059	terminase8
pvp3060	terminase5
pvp3060	terminase8
pvp3061	terminase5
pvp3061	terminase8
pvp3062	terminase5
pvp3062	terminase8
pvp3063	terminase5
pvp3063	terminase8
pvp3064	terminase5
pvp3064	terminase8
pvp3065	terminase5
pvp3065	terminase8
pvp3066	terminase5
pvp3066	terminase8
pvp3067	terminase5
pvp3067	terminase8
pvp3068	terminase5
pvp3068	terminase8
pvp3069	terminase5
pvp3069	terminase6
pvp3070	terminase14
pvp3071	terminase14
pvp3071	terminase15
pvp3072	terminase14
pvp3072	terminase15
pvp3073	terminase14
pvp3074	terminase14
pvp3075	terminase14
pvp3076	terminase14
pvp3077	terminase14
pvp3078	terminase14
pvp3079	terminase10
pvp3079	terminase14
pvp3080	terminase14
pvp3081	terminase14
pvp3082	terminase14
pvp3083	terminase14
pvp3083	terminase3
pvp3084	terminase14
pvp3085	terminase14
pvp3086	terminase14
pvp3087	terminase14
pvp3088	terminase14
pvp3089	terminase14
pvp3090	terminase14
pvp3091	terminase14
pvp3092	terminase14
pvp3093	terminase14
pvp3094	terminase14
pvp3095	terminase14
pvp3095	terminase7
pvp3096	terminase14
pvp3097	terminase14
pvp3098	terminase14
pvp3098	terminase15
pvp3099	terminase14
pvp3100	terminase14
pvp3101	terminase14
pvp3102	terminase14
pvp3103	terminase14
pvp3104	terminase14
pvp3105	terminase14
pvp3106	terminase1
pvp3107	terminase25
pvp3108	terminase25
pvp3109	terminase25
pvp3110	terminase25
pvp3111	terminase25
pvp3112	terminase25
pvp3113	terminase9
pvp3114	terminase9
pvp3115	terminase1
pvp3116	terminase1
pvp3117	terminase3
pvp3117	terminase5
pvp3118	terminase16
pvp3118	terminase5
pvp3119	terminase3
pvp3119	terminase5
pvp3120	terminase24
pvp3120	terminase7
pvp3121	terminase7
pvp3122	terminase7
pvp3123	terminase6
pvp3124	terminase6
pvp3125	terminase6
pvp3126	terminase1
pvp3127	terminase1
pvp3128	terminase9
pvp3129	terminase9
pvp3130	terminase16
pvp3131	terminase1
pvp3131	terminase16
pvp3132	terminase3
pvp3132	terminase7
pvp3133	terminase3
pvp3134	terminase3
pvp3135	terminase3
pvp3136	terminase9
pvp3137	terminase9
pvp3138	terminase1
pvp3139	terminase1
pvp3140	terminase1
pvp3141	terminase11
pvp3142	terminase11
pvp3143	terminase11
pvp3144	terminase14
pvp3145	terminase14
pvp3146	terminase14
pvp3147	terminase14
pvp3148	terminase14
pvp3149	terminase14
pvp3150	terminase14
pvp3151	terminase14
pvp3152	terminase14
pvp3153	terminase14
pvp3154	terminase14
pvp3155	terminase14
pvp3156	terminase14
pvp3157	terminase14
pvp3158	terminase14
pvp3158	terminase15
pvp3159	terminase14
pvp3160	terminase14
pvp3161	terminase14
pvp3162	terminase14
pvp3163	terminase14
pvp3164	terminase14
pvp3165	terminase14
pvp3166	terminase14
pvp3167	terminase14
pvp3168	terminase14
pvp3169	terminase14
pvp3170	terminase14
pvp3171	terminase14
pvp3172	terminase14
pvp3173	terminase14
pvp3174	terminase14
pvp3175	terminase14
pvp3176	terminase14
pvp3177	terminase14
pvp3178	terminase14
pvp3179	terminase14
pvp3180	terminase14
pvp3181	terminase14
pvp3182	terminase14
pvp3183	terminase14
pvp3184	terminase14
pvp3185	terminase14
pvp3186	terminase14
pvp3187	terminase14
pvp3188	terminase7
pvp3189	terminase7
pvp3190	terminase5
pvp3191	terminase14
pvp3191	terminase2
pvp3192	terminase7
pvp3193	terminase9
pvp3194	terminase11
pvp3195	terminase11
pvp3196	terminase11
pvp3197	terminase11
pvp3198	terminase11
pvp3199	terminase11
pvp3200	terminase11
pvp3201	terminase11
pvp3202	terminase11
pvp3203	terminase11
pvp3204	terminase11
pvp3205	terminase11
pvp3206	terminase11
pvp3207	terminase11
pvp3208	terminase11
pvp3209	terminase11
pvp3210	terminase11
pvp3211	terminase11
pvp3212	terminase11
pvp3213	terminase11
pvp3214	terminase11
pvp3215	terminase11
pvp3216	terminase11
pvp3217	terminase11
pvp3218	terminase11
pvp3219	terminase11
pvp3220	terminase11
pvp3221	terminase11
pvp3222	terminase11
pvp3223	terminase11
pvp3224	terminase11
pvp3225	terminase11
pvp3226	terminase11
pvp3227	terminase11
pvp3228	terminase11
pvp3229	terminase11
pvp3230	terminase11
pvp3231	terminase11
pvp3232	terminase16
pvp3232	terminase7
pvp3233	terminase2
pvp3234	terminase7
pvp3235	terminase7
pvp3236	terminase1
pvp3237	terminase1
pvp3238	terminase1
pvp3239	terminase1
pvp3240	terminase1
pvp3241	terminase38
pvp3242	terminase38
pvp3243	terminase38
pvp3244	terminase38
pvp3245	terminase38
pvp3246	terminase38
pvp3247	terminase38
pvp3248	terminase38
pvp3249	terminase38
pvp3250	terminase38
pvp3251	terminase38
pvp3252	terminase38
pvp3253	terminase38
pvp3254	terminase38
pvp3255	terminase38
pvp3256	terminase38
pvp3257	terminase38
pvp3258	terminase38
pvp3259	terminase38
pvp3260	terminase38
pvp3261	terminase38
pvp3262	terminase38
pvp3263	terminase38
pvp3264	terminase38
pvp3265	terminase38
pvp3266	terminase38
pvp3267	terminase38
pvp3268	terminase38
pvp3269	terminase38
pvp3270	terminase38
pvp3271	terminase38
pvp3272	terminase38
pvp3273	terminase38
pvp3274	terminase38
pvp3275	terminase38
pvp3276	terminase38
pvp3277	terminase38
pvp3278	terminase38
pvp3279	terminase38
pvp3280	terminase38
pvp3281	terminase38
pvp3282	terminase38
pvp3283	terminase38
pvp3284	terminase38
pvp3285	terminase38
pvp3286	terminase38
pvp3287	terminase38
pvp3288	terminase38
pvp3289	terminase38
pvp3290	terminase38
pvp3291	terminase38
pvp3292	terminase38
pvp3293	terminase38
pvp3294	terminase38
pvp3295	terminase38
pvp3296	terminase38
pvp3297	terminase38
pvp3298	terminase38
pvp3299	terminase38
pvp3300	terminase38
pvp3301	terminase38
pvp3302	terminase38
pvp3303	terminase38
pvp3304	terminase38
pvp3305	terminase38
pvp3306	terminase38
pvp3307	terminase38
pvp3308	terminase38
pvp3309	terminase38
pvp3310	terminase38
pvp3311	terminase38
pvp3312	terminase38
pvp3313	terminase38
pvp3314	terminase38
pvp3315	terminase38
pvp3316	terminase38
pvp3317	terminase38
pvp3318	terminase38
pvp3319	terminase38
pvp3320	terminase38
pvp3321	terminase38
pvp3322	terminase38
pvp3323	terminase38
pvp3324	terminase38
pvp3325	terminase38
pvp3326	terminase38
pvp3327	terminase38
pvp3328	terminase38
pvp3329	terminase38
pvp3330	terminase38
pvp3331	terminase38
pvp3332	terminase38
pvp3333	terminase38
pvp3334	terminase38
pvp3335	terminase38
pvp3336	terminase38
pvp3337	terminase38
pvp3338	terminase38
pvp3339	terminase22
pvp3339	terminase9
pvp3340	terminase11
pvp3340	terminase15
pvp3341	terminase11
pvp3342	terminase11
pvp3343	terminase11
pvp3344	terminase11
pvp3345	terminase11
pvp3346	terminase11
pvp3347	terminase11
pvp3348	terminase11
pvp3349	terminase11
pvp3350	terminase11
pvp3351	terminase11
pvp3352	terminase11
pvp3353	terminase11
pvp3354	terminase11
pvp3355	terminase11
pvp3356	terminase11
pvp3357	terminase11
pvp3358	terminase11
pvp3359	terminase11
pvp3360	terminase11
pvp3361	terminase11
pvp3362	terminase11
pvp3363	terminase11
pvp3364	terminase11
pvp3365	terminase11
pvp3366	terminase11
pvp3367	terminase11
pvp3368	terminase15
pvp3368	terminase38
pvp3369	terminase26
pvp3370	terminase16
pvp3370	terminase5
pvp3371	terminase5
pvp3372	terminase5
pvp3372	terminase6
pvp3373	terminase26
pvp3374	terminase26
pvp3375	terminase26
pvp3376	terminase26
pvp3377	terminase6
pvp3378	terminase6
pvp3379	terminase4
pvp3380	terminase4
pvp3381	terminase4
pvp3382	terminase4
pvp3383	terminase4
pvp3384	terminase4
pvp3385	terminase4
pvp3386	terminase4
pvp3387	terminase4
pvp3388	terminase4
pvp3389	terminase4
pvp3390	terminase4
pvp3391	terminase4
pvp3392	terminase4
pvp3393	terminase4
pvp3394	terminase4
pvp3395	terminase4
pvp3396	terminase4
pvp3397	terminase4
pvp3398	terminase4
pvp3399	terminase4
pvp3400	terminase4
pvp3401	terminase4
pvp3402	terminase4
pvp3403	terminase4
pvp3404	terminase4
pvp3405	terminase4
pvp3406	terminase4
pvp3407	terminase4
pvp3408	terminase4
pvp3409	terminase4
pvp3410	terminase4
pvp3411	terminase4
pvp3412	terminase4
pvp3413	terminase4
pvp3414	terminase4
pvp3415	terminase4
pvp3416	terminase4
pvp3417	terminase4
pvp3418	terminase4
pvp3419	terminase4
pvp3420	terminase4
pvp3421	terminase4
pvp3422	terminase4
pvp3423	terminase4
pvp3424	terminase4
pvp3425	terminase4
pvp3426	terminase4
pvp3427	terminase4
pvp3428	terminase4
pvp3429	terminase4
pvp3430	terminase4
pvp3431	terminase4
pvp3432	terminase4
pvp3433	terminase4
pvp3434	terminase4
pvp3435	terminase4
pvp3436	terminase4
pvp3437	terminase4
pvp3438	terminase4
pvp3439	terminase4
pvp3440	terminase4
pvp3441	terminase4
pvp3442	terminase4
pvp3443	terminase4
pvp3444	terminase4
pvp3445	terminase4
pvp3446	terminase4
pvp3447	terminase4
pvp3448	terminase4
pvp3449	terminase4
pvp3450	terminase4
pvp3451	terminase4
pvp3452	terminase4
pvp3453	terminase4
pvp3454	terminase4
pvp3455	terminase4
pvp3456	terminase4
pvp3457	terminase4
pvp3458	terminase4
pvp3459	terminase4
pvp3460	terminase4
pvp3461	terminase4
pvp3462	terminase4
pvp3463	terminase4
pvp3464	terminase4
pvp3465	terminase4
pvp3466	terminase4
pvp3467	terminase4
pvp3468	terminase4
pvp3469	terminase4
pvp3470	terminase4
pvp3471	terminase4
pvp3472	terminase4
pvp3473	terminase4
pvp3474	terminase4
pvp3475	terminase4
pvp3476	terminase4
pvp3477	terminase4
pvp3478	terminase16
pvp3478	terminase22
pvp3479	terminase22
pvp3479	terminase5
pvp3480	terminase22
pvp3480	terminase8
pvp3481	terminase22
pvp3481	terminase5
pvp3482	terminase32
pvp3482	terminase5
pvp3483	terminase5
pvp3483	terminase8
pvp3484	terminase6
pvp3484	terminase7
pvp3485	terminase7
pvp3486	terminase7
pvp3487	terminase7
pvp3488	terminase7
pvp3489	terminase33
pvp3490	terminase1
pvp3491	terminase1
pvp3492	terminase1
pvp3493	terminase1
pvp3494	terminase1
pvp3495	terminase1
pvp3495	terminase6
pvp3496	terminase1
pvp3496	terminase6
pvp3497	terminase1
pvp3497	terminase8
pvp3498	terminase1
pvp3498	terminase8
pvp3499	terminase1
pvp3499	terminase8
pvp3500	terminase1
pvp3500	terminase8
pvp3501	terminase1
pvp3501	terminase8
pvp3502	terminase1
pvp3502	terminase8
pvp3503	terminase1
pvp3503	terminase8
pvp3504	terminase1
pvp3504	terminase8
pvp3505	terminase1
pvp3505	terminase8
pvp3506	terminase1
pvp3506	terminase8
pvp3507	terminase1
pvp3507	terminase8
pvp3508	terminase1
pvp3508	terminase8
pvp3509	terminase1
pvp3509	terminase8
pvp3510	terminase1
pvp3510	terminase8
pvp3511	terminase1
pvp3511	terminase5
pvp3512	terminase1
pvp3512	terminase8
pvp3513	terminase1
pvp3513	terminase8
pvp3514	terminase1
pvp3514	terminase44
pvp3515	terminase1
pvp3515	terminase8
pvp3516	terminase1
pvp3516	terminase5
pvp3517	terminase1
pvp3518	terminase13
pvp3518	terminase9
pvp3519	terminase33
pvp3520	terminase15
pvp3520	terminase22
pvp3521	terminase15
pvp3522	terminase15
pvp3523	terminase16
pvp3523	terminase8
pvp3524	terminase14
pvp3524	terminase8
pvp3525	terminase16
pvp3525	terminase8
pvp3526	terminase5
pvp3526	terminase8
pvp3527	tectviridae
pvp3528	tectviridae
pvp3529	tectviridae
pvp3530	tectviridae
pvp3531	tectviridae
pvp3532	tectviridae
pvp3533	tectviridae
pvp3534	tectviridae
pvp3535	tectviridae
pvp3536	tectviridae
pvp3537	tectviridae
pvp3538	tectviridae
pvp3539	tectviridae
pvp3540	tectviridae
pvp3541	tectviridae
pvp3542	tectviridae
pvp3543	terminase39
pvp3543	terminase9
pvp3544	terminase24
pvp3544	terminase7
pvp3545	terminase39
pvp3546	terminase39
pvp3547	terminase5
pvp3548	terminase2
pvp3549	terminase24
pvp3549	terminase6
pvp3550	terminase14
pvp3550	terminase6
pvp3551	terminase16
pvp3551	terminase6
pvp3552	terminase3
pvp3552	terminase6
pvp3553	terminase3
pvp3554	terminase34
pvp3555	terminase34
pvp3556	terminase34
pvp3557	terminase34
pvp3558	terminase34
pvp3559	terminase34
pvp3560	terminase34
pvp3561	terminase34
pvp3562	terminase34
pvp3563	terminase34
pvp3564	terminase34
pvp3565	terminase34
pvp3566	terminase34
pvp3567	terminase34
pvp3568	terminase34
pvp3569	terminase34
pvp3570	terminase34
pvp3571	terminase34
pvp3572	terminase34
pvp3573	terminase34
pvp3574	terminase34
pvp3575	terminase34
pvp3576	terminase34
pvp3577	terminase16
pvp3577	terminase32
pvp3578	terminase5
pvp3578	terminase6
pvp3579	terminase5
pvp3580	terminase6
pvp3580	terminase8
pvp3581	terminase8
pvp3582	terminase8
pvp3583	terminase8
pvp3584	terminase8
pvp3585	terminase8
pvp3586	terminase8
pvp3587	terminase34
pvp3588	terminase34
pvp3589	terminase34
pvp3590	terminase34
pvp3591	terminase34
pvp3592	terminase34
pvp3593	terminase34
pvp3594	terminase34
pvp3595	terminase34
pvp3596	terminase34
pvp3597	terminase34
pvp3598	terminase34
pvp3599	terminase34
pvp3600	terminase34
pvp3601	terminase34
pvp3602	terminase34
pvp3603	terminase34
pvp3604	terminase34
pvp3605	terminase34
pvp3606	terminase34
pvp3607	terminase34
pvp3608	terminase34
pvp3609	terminase34
pvp3610	terminase34
pvp3611	terminase5
pvp3611	terminase6
pvp3612	terminase6
pvp3613	terminase14
pvp3613	terminase32
pvp3614	terminase5
pvp3615	terminase5
pvp3616	terminase16
pvp3616	terminase5
pvp3617	terminase5
pvp3618	terminase5
pvp3619	terminase5
pvp3620	terminase5
pvp3621	terminase3
pvp3621	terminase5
pvp3622	terminase13
pvp3622	terminase18
pvp3623	terminase3
pvp3624	terminase3
pvp3625	terminase1
pvp3626	terminase1
pvp3627	terminase1
pvp3628	terminase1
pvp3629	terminase14
pvp3629	terminase15
pvp3630	terminase15
pvp3631	terminase15
pvp3632	terminase15
pvp3633	terminase15
pvp3634	terminase15
pvp3635	terminase15
pvp3636	terminase15
pvp3637	terminase15
pvp3638	terminase15
pvp3639	terminase15
pvp3640	terminase15
pvp3641	terminase15
pvp3642	terminase15
pvp3643	terminase15
pvp3644	terminase15
pvp3645	terminase15
pvp3646	terminase15
pvp3647	terminase15
pvp3648	terminase15
pvp3649	terminase15
pvp3650	terminase15
pvp3651	terminase15
pvp3652	terminase15
pvp3653	terminase15
pvp3654	terminase15
pvp3655	terminase15
pvp3656	terminase15
pvp3657	terminase15
pvp3658	terminase15
pvp3659	terminase15
pvp3660	terminase15
pvp3661	terminase15
pvp3662	terminase15
pvp3663	terminase15
pvp3664	terminase15
pvp3665	terminase15
pvp3666	terminase15
pvp3667	terminase15
pvp3668	terminase15
pvp3669	terminase15
pvp3670	terminase15
pvp3671	terminase15
pvp3672	terminase15
pvp3673	terminase15
pvp3674	terminase15
pvp3675	terminase15
pvp3676	terminase15
pvp3677	terminase15
pvp3678	terminase15
pvp3679	terminase15
pvp3680	terminase15
pvp3681	terminase15
pvp3682	terminase15
pvp3683	terminase15
pvp3684	terminase15
pvp3685	terminase15
pvp3686	terminase15
pvp3687	terminase15
pvp3688	terminase15
pvp3689	terminase15
pvp3690	terminase15
pvp3691	terminase15
pvp3692	terminase15
pvp3693	terminase15
pvp3694	terminase15
pvp3695	terminase15
pvp3696	terminase15
pvp3697	terminase15
pvp3698	terminase15
pvp3699	terminase15
pvp3700	terminase15
pvp3701	terminase15
pvp3702	terminase15
pvp3703	terminase15
pvp3704	terminase15
pvp3705	terminase15
pvp3706	terminase15
pvp3707	terminase15
pvp3708	terminase15
pvp3709	terminase15
pvp3710	terminase15
pvp3711	terminase15
pvp3712	terminase15
pvp3713	terminase15
pvp3714	terminase15
pvp3715	terminase15
pvp3716	terminase15
pvp3717	terminase15
pvp3718	terminase15
pvp3719	terminase15
pvp3720	terminase15
pvp3721	terminase15
pvp3722	terminase15
pvp3723	terminase15
pvp3724	terminase15
pvp3725	terminase15
pvp3726	terminase15
pvp3727	terminase15
pvp3728	terminase15
pvp3729	terminase15
pvp3730	terminase15
pvp3731	terminase15
pvp3732	terminase15
pvp3733	terminase15
pvp3734	terminase15
pvp3735	terminase15
pvp3736	terminase15
pvp3737	terminase15
pvp3738	terminase15
pvp3739	terminase15
pvp3740	terminase15
pvp3741	terminase15
pvp3742	terminase15
pvp3743	terminase15
pvp3744	terminase15
pvp3745	terminase15
pvp3746	terminase15
pvp3747	terminase15
pvp3748	terminase15
pvp3749	terminase15
pvp3750	terminase15
pvp3751	terminase15
pvp3752	terminase15
pvp3753	terminase15
pvp3754	terminase15
pvp3755	terminase15
pvp3756	terminase15
pvp3757	terminase15
pvp3758	terminase15
pvp3759	terminase15
pvp3760	terminase15
pvp3761	terminase15
pvp3762	terminase15
pvp3763	terminase15
pvp3764	terminase15
pvp3765	terminase15
pvp3766	terminase15
pvp3767	terminase15
pvp3768	terminase15
pvp3769	terminase15
pvp3770	terminase15
pvp3771	terminase15
pvp3772	terminase15
pvp3773	terminase15
pvp3774	terminase15
pvp3775	terminase15
pvp3776	terminase15
pvp3777	terminase15
pvp3778	terminase15
pvp3779	terminase15
pvp3780	terminase15
pvp3781	terminase15
pvp3782	terminase15
pvp3783	terminase15
pvp3784	terminase15
pvp3785	terminase15
pvp3786	terminase15
pvp3787	terminase26
pvp3788	terminase15
pvp3789	terminase15
pvp3790	terminase26
pvp3791	terminase26
pvp3792	terminase26
pvp3793	terminase26
pvp3794	terminase15
pvp3795	terminase26
pvp3796	terminase15
pvp3797	terminase26
pvp3798	terminase26
pvp3799	terminase26
pvp3800	terminase26
pvp3801	terminase15
pvp3802	terminase26
pvp3803	terminase26
pvp3804	terminase26
pvp3805	terminase1
